AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Date,Day,Div,FTAG,FTHG,FTR,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,Month,VCA,VCD,VCH,Year,season
3,21,0,6,1,3,Ath Bilbao,3.2,3.25,2.2,3.0,3.25,2.15,2005-11-26,26,SP1,1,0,A,4,22,0,12,4,0,0,D,1,Mallorca,2.8,3.1,2.2,11,3.4,3.25,1.9,05,0506
6,16,0,11,3,2,Celta,5.0,3.4,1.72,4.75,3.5,1.65,2005-11-26,26,SP1,0,2,H,9,16,0,15,7,0,0,D,1,Valencia,4.2,3.2,1.7,11,3.75,3.25,1.8,05,0506
5,15,1,20,10,5,Real Madrid,2.1,3.25,3.4,1.9,3.3,3.65,2005-11-27,27,SP1,2,2,D,4,27,1,11,5,0,1,H,4,Sociedad,2.2,3.1,3.0,11,2.0,3.2,3.2,05,0506
5,5,0,17,8,0,Sevilla,2.9,3.2,2.37,2.85,3.05,2.35,2005-11-27,27,SP1,2,0,A,5,19,1,15,2,0,0,D,4,Zaragoza,2.8,3.0,2.4,11,2.7,3.1,2.3,05,0506
1,21,0,7,5,2,Alaves,5.5,3.6,1.61,6.25,3.65,1.5,2005-11-27,27,SP1,2,3,H,9,26,0,15,7,0,0,D,1,Osasuna,4.4,3.3,1.65,11,5.0,3.25,1.6,05,0506
6,22,0,17,10,2,Villarreal,3.5,3.2,2.1,3.25,3.15,2.1,2005-11-27,27,SP1,2,0,A,7,32,0,17,3,0,0,D,4,La Coruna,3.3,3.1,2.1,11,3.2,3.0,2.1,05,0506
7,22,0,19,7,4,Espanol,5.0,3.4,1.72,4.5,3.4,1.7,2005-11-27,27,SP1,1,1,D,5,22,0,16,5,1,1,D,4,Ath Madrid,4.3,3.2,1.75,11,4.35,3.2,1.75,05,0506
5,8,0,14,5,2,Cadiz,4.5,3.3,1.8,4.25,3.4,1.75,2005-11-27,27,SP1,1,1,D,4,18,1,12,5,0,1,H,4,Betis,3.8,3.1,1.8,11,4.35,3.2,1.75,05,0506
0,30,1,3,1,2,Santander,15.0,6.5,1.16,14.0,7.25,1.12,2005-11-27,27,SP1,1,4,H,8,13,0,25,7,0,1,H,1,Barcelona,12.0,6.0,1.15,11,12.0,5.5,1.15,05,0506
8,30,0,10,4,2,Malaga,3.75,3.2,2.0,3.5,3.3,1.95,2005-11-27,27,SP1,2,3,H,9,16,0,17,6,1,2,H,0,Getafe,3.2,3.1,2.0,11,3.2,3.2,2.0,05,0506
3,23,0,6,1,3,Ath Madrid,2.7,3.2,2.3,2.75,3.15,2.35,2005-12-03,03,SP1,1,1,D,9,14,0,14,3,1,0,A,4,Ath Bilbao,2.9,3.1,2.3,12,2.8,3.1,2.25,05,0506
11,21,1,23,4,4,Betis,4.0,3.25,1.8,4.5,3.45,1.7,2005-12-03,03,SP1,1,2,H,5,29,0,9,4,0,2,H,5,Celta,3.8,3.1,1.8,12,4.0,3.2,1.8,05,0506
13,24,0,19,4,3,Getafe,7.5,3.75,1.4,9.0,4.5,1.3,2005-12-03,03,SP1,0,1,H,3,17,1,6,1,0,1,H,3,Real Madrid,7.5,4.2,1.35,12,8.5,4.0,1.35,05,0506
5,24,0,13,10,4,Mallorca,3.0,3.25,2.1,2.85,3.05,2.35,2005-12-04,04,SP1,3,0,A,10,15,0,18,3,1,0,A,4,Alaves,2.9,3.0,2.2,12,3.0,3.0,2.2,05,0506
4,20,0,6,2,4,Zaragoza,2.87,3.1,2.3,3.25,3.05,2.15,2005-12-04,04,SP1,2,1,A,3,15,0,4,1,0,1,H,2,Cadiz,2.8,2.9,2.3,12,2.9,3.1,2.2,05,0506
4,15,1,18,9,2,Valencia,2.37,3.2,2.62,2.45,3.15,2.65,2005-12-04,04,SP1,3,1,A,4,23,0,15,2,2,0,A,3,Espanol,2.5,3.0,2.7,12,2.25,3.1,2.8,05,0506
4,14,0,11,4,2,Osasuna,2.6,3.2,2.4,2.75,3.1,2.4,2005-12-04,04,SP1,2,1,A,7,26,0,9,2,2,1,A,3,Malaga,2.7,3.0,2.3,12,2.65,3.25,2.3,05,0506
3,17,1,17,9,5,Sociedad,2.62,3.2,2.37,3.2,3.0,2.2,2005-12-04,04,SP1,2,2,D,4,24,0,14,4,1,0,A,3,Santander,2.6,3.0,2.4,12,2.75,3.1,2.3,05,0506
6,15,0,11,6,6,La Coruna,3.25,3.25,2.0,3.4,3.1,2.05,2005-12-04,04,SP1,2,0,A,12,26,2,13,3,2,0,A,7,Sevilla,3.4,3.0,2.1,12,3.2,3.0,2.1,05,0506
5,24,1,11,4,4,Barcelona,1.83,3.25,3.75,1.85,3.35,3.8,2005-12-04,04,SP1,2,0,A,5,19,0,6,1,1,0,A,2,Villarreal,1.9,3.1,3.7,12,1.75,3.4,4.0,05,0506
4,21,1,6,2,2,Ath Bilbao,7.0,3.75,1.5,6.75,3.75,1.45,2005-12-10,10,SP1,1,1,D,10,16,0,23,8,0,0,D,1,Valencia,4.8,3.5,1.55,12,6.5,3.6,1.45,05,0506
1,17,0,14,8,2,Villarreal,2.62,3.2,2.6,2.7,3.15,2.4,2005-12-10,10,SP1,3,1,A,5,15,0,16,6,1,1,D,1,Sociedad,2.5,3.0,2.5,12,2.5,3.1,2.5,05,0506
3,17,0,11,6,2,Alaves,6.5,3.5,1.57,5.35,3.45,1.6,2005-12-11,11,SP1,1,1,D,12,17,0,21,2,0,0,D,2,Ath Madrid,4.4,3.3,1.65,12,5.0,3.25,1.6,05,0506
1,19,0,7,2,2,Sevilla,9.5,5.0,1.3,10.0,5.0,1.25,2005-12-11,11,SP1,1,2,H,7,24,0,14,3,0,0,D,4,Barcelona,7.0,4.0,1.35,12,8.0,4.35,1.3,05,0506
0,12,0,6,1,2,Espanol,3.5,3.2,2.1,3.3,3.2,2.05,2005-12-11,11,SP1,0,0,D,9,10,0,20,3,0,0,D,1,Betis,3.1,3.0,2.1,12,3.25,3.0,2.1,05,0506
1,21,0,7,4,5,Santander,4.5,3.3,1.8,4.65,3.35,1.7,2005-12-11,11,SP1,2,1,A,10,20,0,10,3,1,1,D,3,Getafe,3.8,3.1,1.8,12,4.35,3.25,1.73,05,0506
5,18,0,8,4,2,Cadiz,6.5,3.5,1.57,5.45,3.6,1.55,2005-12-11,11,SP1,0,1,H,5,23,0,20,6,0,0,D,1,La Coruna,4.8,3.5,1.55,12,5.5,3.4,1.55,05,0506
3,11,0,17,7,1,Real Madrid,1.83,3.25,4.5,1.8,3.35,4.0,2005-12-11,11,SP1,2,0,A,7,37,0,22,8,2,0,A,5,Malaga,1.85,3.1,3.6,12,1.84,3.4,3.5,05,0506
4,15,0,9,3,2,Mallorca,6.0,3.6,1.57,5.75,3.5,1.55,2005-12-11,11,SP1,0,1,H,6,20,0,20,6,0,1,H,2,Osasuna,4.4,3.3,1.65,12,5.5,3.25,1.55,05,0506
2,13,0,4,4,3,Celta,2.87,3.25,2.37,2.75,3.1,2.4,2005-12-11,11,SP1,0,1,H,12,19,0,23,9,0,0,D,1,Zaragoza,2.6,3.0,2.4,12,2.8,3.1,2.25,05,0506
2,23,1,9,3,1,Betis,3.5,3.0,2.2,3.25,3.15,2.1,2005-12-17,17,SP1,0,2,H,4,20,0,12,2,0,2,H,1,Ath Bilbao,3.2,3.1,2.0,12,3.25,3.1,2.1,05,0506
8,17,0,19,9,1,Barcelona,1.36,4.33,9.0,1.28,4.75,9.0,2005-12-17,17,SP1,3,1,A,4,13,0,12,1,2,0,A,2,Cadiz,1.4,3.9,6.0,12,1.35,4.0,7.5,05,0506
2,23,0,7,5,3,La Coruna,3.1,3.0,2.37,3.05,3.15,2.2,2005-12-17,17,SP1,3,0,A,7,16,1,6,1,3,0,A,3,Celta,2.7,3.0,2.3,12,2.8,3.1,2.25,05,0506
4,23,0,13,5,2,Getafe,6.5,3.5,1.57,5.45,3.4,1.6,2005-12-18,18,SP1,1,2,H,6,16,0,18,9,1,1,D,2,Villarreal,4.8,3.5,1.55,12,6.5,3.5,1.45,05,0506
5,21,2,10,5,6,Malaga,3.2,3.1,2.25,3.1,3.1,2.2,2005-12-18,18,SP1,1,1,D,8,20,3,16,5,1,1,D,3,Santander,3.1,3.0,2.1,12,2.9,3.1,2.2,05,0506
3,21,1,10,1,5,Osasuna,7.0,3.75,1.5,5.65,3.85,1.5,2005-12-18,18,SP1,1,1,D,7,23,0,15,6,0,0,D,6,Real Madrid,4.8,3.5,1.55,12,5.5,3.6,1.5,05,0506
2,17,2,9,2,6,Sociedad,5.0,3.4,1.72,4.5,3.4,1.7,2005-12-18,18,SP1,2,3,H,6,20,0,29,8,1,0,A,4,Sevilla,4.0,3.2,1.75,12,4.5,3.25,1.65,05,0506
3,14,0,15,6,2,Zaragoza,3.25,3.2,2.2,3.4,3.1,2.05,2005-12-18,18,SP1,2,2,D,4,27,0,13,4,0,0,D,4,Espanol,3.0,2.9,2.2,12,3.0,3.0,2.2,05,0506
5,19,0,14,3,2,Valencia,1.9,3.2,4.2,1.8,3.35,4.0,2005-12-18,18,SP1,1,0,A,7,18,0,12,3,1,0,A,5,Alaves,2.0,3.0,3.3,12,1.8,3.2,4.0,05,0506
4,17,1,11,4,5,Ath Madrid,2.8,3.1,2.5,2.65,3.1,2.5,2005-12-18,18,SP1,2,2,D,7,19,1,8,4,2,1,A,4,Mallorca,2.6,3.0,2.4,12,2.7,3.1,2.3,05,0506
1,26,0,4,2,3,Celta,13.0,5.5,1.22,12.0,5.35,1.2,2005-12-20,20,SP1,0,2,H,6,15,0,15,7,0,1,H,1,Barcelona,9.0,4.5,1.25,12,11.0,5.5,1.18,05,0506
1,21,0,12,3,3,Alaves,4.33,3.3,1.83,4.15,3.25,1.8,2005-12-21,21,SP1,0,3,H,3,27,0,15,8,0,1,H,2,Betis,3.8,3.1,1.8,12,4.0,3.2,1.8,05,0506
6,20,0,11,4,2,Sevilla,2.7,3.25,2.5,2.9,3.1,2.3,2005-12-21,21,SP1,0,1,H,3,24,1,17,3,0,1,H,3,Getafe,2.5,3.0,2.5,12,2.65,3.2,2.3,05,0506
2,16,1,9,3,4,Espanol,6.0,3.6,1.57,5.75,3.5,1.55,2005-12-21,21,SP1,2,1,A,12,20,0,14,6,0,0,D,3,La Coruna,4.8,3.3,1.6,12,5.5,3.25,1.55,05,0506
2,16,0,12,6,2,Villarreal,2.25,3.2,3.1,2.25,3.1,3.0,2005-12-21,21,SP1,0,0,D,3,30,0,8,4,0,0,D,5,Malaga,2.3,3.0,2.7,12,2.2,3.2,2.8,05,0506
4,10,0,9,4,3,Santander,13.0,5.0,1.25,10.0,5.0,1.25,2005-12-21,21,SP1,2,1,A,6,20,0,19,5,2,0,A,3,Real Madrid,9.0,4.5,1.25,12,10.0,4.5,1.25,05,0506
4,24,1,8,5,3,Cadiz,4.33,3.3,1.83,4.35,3.35,1.75,2005-12-21,21,SP1,0,2,H,9,19,0,20,6,0,1,H,1,Sociedad,3.8,3.1,1.8,12,4.35,3.2,1.73,05,0506
4,16,0,6,0,1,Mallorca,7.5,4.0,1.44,7.25,4.0,1.4,2005-12-21,21,SP1,0,3,H,9,12,0,17,6,0,0,D,0,Valencia,6.0,3.9,1.4,12,8.0,3.75,1.35,05,0506
2,18,0,8,4,1,Ath Bilbao,3.75,3.2,2.0,3.75,3.0,2.0,2005-12-21,21,SP1,2,3,H,3,14,0,12,4,1,0,A,2,Zaragoza,3.1,3.0,2.1,12,3.75,3.25,1.84,05,0506
1,16,0,5,1,2,Ath Madrid,4.0,3.25,1.9,4.6,3.35,1.7,2005-12-22,22,SP1,1,2,H,5,18,0,24,8,1,2,H,1,Osasuna,4.2,3.1,1.75,12,4.35,3.2,1.73,05,0506
6,20,0,19,7,3,Barcelona,1.44,4.0,7.5,1.35,4.2,8.0,2006-01-07,07,SP1,2,1,A,5,29,0,9,3,1,0,A,6,Espanol,1.5,3.5,5.5,01,1.45,3.6,6.5,06,0506
2,25,0,13,3,5,La Coruna,2.62,3.2,2.6,2.6,3.05,2.55,2006-01-07,07,SP1,2,1,A,6,21,0,18,5,1,0,A,1,Ath Bilbao,2.55,3.1,2.55,01,2.5,3.0,2.6,06,0506
0,14,0,15,4,3,Zaragoza,2.62,3.2,2.6,2.6,3.0,2.6,2006-01-08,08,SP1,2,0,A,5,14,0,15,5,0,0,D,0,Alaves,2.7,3.0,2.5,01,2.5,3.1,2.5,06,0506
2,21,1,8,1,5,Getafe,2.9,3.2,2.37,2.8,3.15,2.35,2006-01-08,08,SP1,0,1,H,2,22,1,13,6,0,1,H,4,Cadiz,2.8,3.0,2.4,01,2.6,3.1,2.4,06,0506
1,14,0,5,1,1,Sociedad,4.0,3.25,1.9,4.1,3.3,1.8,2006-01-08,08,SP1,0,1,H,2,20,0,15,3,0,1,H,1,Celta,4.0,3.2,1.8,01,3.75,3.25,1.8,06,0506
7,20,0,9,5,3,Betis,3.0,3.2,2.3,3.0,3.2,2.2,2006-01-08,08,SP1,1,1,D,4,17,0,10,7,1,1,D,1,Mallorca,3.2,3.1,2.1,01,2.8,3.2,2.2,06,0506
1,21,0,6,1,2,Santander,6.0,3.4,1.61,6.4,3.6,1.5,2006-01-08,08,SP1,1,1,D,3,21,0,17,3,1,1,D,2,Osasuna,4.5,3.3,1.7,01,6.0,3.25,1.55,06,0506
2,19,1,8,3,2,Malaga,5.0,3.5,1.7,4.8,3.45,1.65,2006-01-08,08,SP1,1,3,H,10,19,0,19,7,0,1,H,6,Sevilla,4.5,3.5,1.65,01,4.5,3.25,1.65,06,0506
5,19,0,14,3,3,Real Madrid,2.75,3.2,2.5,2.7,3.2,2.4,2006-01-08,08,SP1,0,0,D,3,15,0,15,5,0,0,D,3,Villarreal,2.7,3.1,2.4,01,2.6,3.1,2.4,06,0506
4,23,0,15,3,2,Ath Madrid,3.2,3.25,2.2,2.85,3.15,2.3,2006-01-14,14,SP1,0,1,H,5,23,0,11,6,0,1,H,2,Betis,3.3,2.8,2.2,01,2.9,3.1,2.2,06,0506
8,21,0,12,5,1,Osasuna,5.0,3.4,1.72,4.3,3.4,1.75,2006-01-14,14,SP1,0,2,H,8,13,0,15,4,0,1,H,3,Valencia,4.0,3.1,1.8,01,5.0,3.2,1.65,06,0506
7,18,0,17,5,1,Sevilla,5.5,3.6,1.61,6.5,3.55,1.5,2006-01-15,15,SP1,2,4,H,3,18,0,25,8,0,1,H,1,Real Madrid,5.0,3.5,1.6,01,5.5,3.6,1.53,06,0506
5,24,0,8,2,4,Ath Bilbao,15.0,6.5,1.16,12.0,5.5,1.2,2006-01-15,15,SP1,1,2,H,7,18,1,16,9,1,1,D,2,Barcelona,12.0,5.0,1.2,01,9.5,5.0,1.22,06,0506
4,22,0,12,3,2,Celta,3.2,3.25,2.2,3.3,3.2,2.05,2006-01-15,15,SP1,1,1,D,9,23,0,24,6,0,1,H,1,Getafe,3.1,3.0,2.2,01,2.8,3.25,2.2,06,0506
1,25,0,12,5,2,Alaves,7.5,4.0,1.44,7.15,4.0,1.4,2006-01-15,15,SP1,2,0,A,9,21,0,28,6,1,0,A,1,La Coruna,7.0,3.8,1.4,01,7.0,3.75,1.4,06,0506
2,13,0,6,2,1,Cadiz,4.0,3.3,1.9,3.55,3.25,1.95,2006-01-15,15,SP1,2,0,A,2,14,1,5,1,2,0,A,5,Malaga,3.8,3.1,1.9,01,3.5,3.2,1.9,06,0506
5,15,1,21,6,4,Villarreal,2.3,3.2,3.0,2.45,3.15,2.65,2006-01-15,15,SP1,0,1,H,1,22,2,8,4,0,1,H,3,Santander,2.4,2.9,2.9,01,2.35,3.0,2.8,06,0506
2,20,1,12,5,2,Espanol,3.6,3.3,2.0,3.45,3.1,2.05,2006-01-15,15,SP1,1,0,A,6,22,0,14,2,0,0,D,3,Sociedad,3.3,3.0,2.1,01,3.5,3.2,1.9,06,0506
4,23,0,9,5,2,Mallorca,5.0,3.4,1.72,4.0,3.35,1.8,2006-01-15,15,SP1,1,3,H,2,18,0,13,5,0,2,H,1,Zaragoza,4.0,3.1,1.8,01,5.0,3.25,1.6,06,0506
9,18,0,15,4,1,Cadiz,13.0,5.0,1.25,12.0,5.5,1.2,2006-01-21,21,SP1,1,3,H,8,26,0,10,5,0,0,D,4,Real Madrid,10.0,5.0,1.22,01,11.0,5.0,1.2,06,0506
3,24,0,5,3,5,Ath Madrid,3.4,3.25,2.1,3.2,3.2,2.1,2006-01-21,21,SP1,2,0,A,4,18,0,8,3,1,0,A,3,Zaragoza,3.4,3.1,2.0,01,3.5,3.2,1.9,06,0506
12,14,0,26,8,3,Ath Bilbao,3.25,3.2,2.2,3.5,3.3,1.95,2006-01-22,22,SP1,3,3,D,2,22,0,12,6,0,2,H,3,Sociedad,3.2,3.1,2.1,01,3.0,3.1,2.2,06,0506
3,26,0,9,4,3,Sevilla,2.62,3.2,2.6,2.85,3.15,2.3,2006-01-22,22,SP1,3,2,A,6,21,0,17,6,1,1,D,3,Santander,2.8,3.0,2.4,01,2.65,3.1,2.35,06,0506
7,14,0,14,5,1,Celta,2.75,3.2,2.5,2.85,3.1,2.35,2006-01-22,22,SP1,2,0,A,6,26,0,15,3,0,0,D,2,Malaga,2.7,3.0,2.5,01,2.65,3.1,2.35,06,0506
3,28,0,9,1,3,Osasuna,4.33,3.4,1.8,3.85,3.3,1.85,2006-01-22,22,SP1,1,2,H,7,14,0,12,5,1,0,A,4,Villarreal,4.2,3.1,1.8,01,4.5,3.25,1.7,06,0506
5,18,0,14,3,3,Espanol,3.1,3.2,2.25,3.3,3.2,2.05,2006-01-22,22,SP1,0,5,H,6,26,0,12,6,0,2,H,1,Getafe,3.1,3.0,2.2,01,2.9,3.1,2.2,06,0506
2,24,0,13,7,2,Valencia,2.37,3.2,2.9,2.3,3.15,2.85,2006-01-22,22,SP1,2,0,A,4,20,0,14,4,1,0,A,1,Betis,2.4,3.0,2.8,01,2.3,3.1,2.75,06,0506
5,19,0,3,1,2,Alaves,21.0,6.5,1.14,11.0,7.0,1.15,2006-01-22,22,SP1,0,2,H,7,23,0,25,7,0,0,D,1,Barcelona,13.0,5.4,1.17,01,12.0,6.0,1.14,06,0506
2,29,0,10,3,3,Mallorca,7.5,4.0,1.44,6.8,3.75,1.45,2006-01-22,22,SP1,2,2,D,4,21,0,14,2,0,2,H,3,La Coruna,6.0,3.9,1.45,01,6.5,4.0,1.4,06,0506
5,14,0,13,4,3,Getafe,3.0,3.25,2.1,3.25,3.15,2.1,2006-01-28,28,SP1,0,1,H,3,21,0,9,3,0,0,D,3,Ath Bilbao,3.3,3.0,2.1,01,3.25,3.25,2.0,06,0506
3,26,0,12,5,4,La Coruna,2.8,3.25,2.2,2.8,3.15,2.35,2006-01-28,28,SP1,2,3,H,5,25,0,17,8,0,1,H,4,Ath Madrid,2.9,2.9,2.4,01,2.9,3.0,2.25,06,0506
6,17,0,6,2,4,Santander,2.8,3.25,2.2,2.85,3.15,2.3,2006-01-28,28,SP1,1,1,D,3,19,0,6,1,0,0,D,4,Cadiz,2.9,3.0,2.3,01,2.9,3.1,2.2,06,0506
2,19,1,11,5,4,Zaragoza,5.0,3.75,1.53,4.85,3.7,1.6,2006-01-29,29,SP1,2,2,D,8,15,0,19,6,1,0,A,3,Valencia,4.9,3.3,1.65,01,5.5,3.25,1.6,06,0506
6,18,0,20,7,1,Sociedad,2.62,3.2,2.37,2.55,3.15,2.55,2006-01-29,29,SP1,1,3,H,2,15,0,12,6,0,1,H,2,Alaves,2.8,3.0,2.4,01,2.6,3.2,2.4,06,0506
4,21,0,11,5,3,Real Madrid,1.9,3.25,3.5,1.9,3.3,3.65,2006-01-29,29,SP1,2,1,A,5,18,0,21,6,1,1,D,3,Celta,1.9,3.1,3.8,01,1.9,3.25,3.5,06,0506
5,21,0,18,3,3,Malaga,3.5,3.25,1.9,3.7,3.25,1.9,2006-01-29,29,SP1,1,3,H,9,17,0,14,7,1,3,H,1,Espanol,3.8,3.2,1.85,01,3.75,3.25,1.85,06,0506
6,13,0,15,4,3,Barcelona,1.4,4.0,6.5,1.3,5.0,7.5,2006-01-29,29,SP1,3,0,A,2,17,1,5,2,1,0,A,4,Mallorca,1.45,3.6,7.0,01,1.4,3.75,7.0,06,0506
2,26,0,10,3,1,Betis,4.0,3.25,1.8,4.5,3.45,1.7,2006-01-29,29,SP1,2,0,A,4,11,0,17,3,1,0,A,1,Osasuna,4.5,3.3,1.7,01,4.35,3.4,1.65,06,0506
3,19,1,7,1,3,Villarreal,2.8,3.25,2.2,3.05,3.15,2.2,2006-01-29,29,SP1,0,2,H,10,21,0,12,7,0,1,H,0,Sevilla,2.9,2.9,2.4,01,2.8,3.1,2.25,06,0506
5,22,0,8,2,3,Ath Bilbao,3.0,3.25,2.3,3.05,3.15,2.2,2006-02-04,04,SP1,1,2,H,6,18,1,8,5,1,1,D,5,Malaga,2.8,3.1,2.3,02,2.8,3.1,2.25,06,0506
5,12,0,8,1,2,Espanol,9.5,4.5,1.33,8.5,4.65,1.3,2006-02-04,04,SP1,0,4,H,3,23,0,16,10,0,3,H,1,Real Madrid,8.0,4.2,1.33,02,8.0,4.35,1.3,06,0506
1,16,0,10,5,5,Valencia,2.6,3.25,2.6,2.75,3.1,2.4,2006-02-04,04,SP1,1,0,A,4,21,0,10,4,1,0,A,3,La Coruna,2.8,3.0,2.4,02,2.7,3.0,2.4,06,0506
2,26,0,13,5,4,Ath Madrid,7.5,4.33,1.4,7.25,4.5,1.35,2006-02-05,05,SP1,3,1,A,6,19,0,15,6,1,0,A,3,Barcelona,6.0,3.9,1.45,02,8.0,4.35,1.3,06,0506
2,16,0,6,3,2,Alaves,4.5,3.3,1.8,4.35,3.3,1.75,2006-02-05,05,SP1,2,2,D,19,16,0,18,7,1,1,D,1,Getafe,4.3,3.2,1.75,02,4.35,3.2,1.75,06,0506
3,18,0,10,6,2,Celta,3.0,3.25,2.5,2.8,3.15,2.35,2006-02-05,05,SP1,1,0,A,9,26,0,16,6,0,0,D,4,Santander,2.8,3.0,2.4,02,2.65,3.1,2.35,06,0506
3,22,0,8,2,6,Osasuna,4.5,3.3,1.8,4.0,3.35,1.8,2006-02-05,05,SP1,1,0,A,5,21,1,10,3,0,0,D,6,Sevilla,4.0,3.1,1.85,02,4.35,3.3,1.7,06,0506
7,20,0,11,1,4,Mallorca,4.33,3.3,1.83,3.9,3.25,1.85,2006-02-05,05,SP1,1,2,H,3,21,0,12,5,1,1,D,3,Sociedad,3.6,3.2,1.9,02,4.0,3.2,1.8,06,0506
3,20,0,12,4,1,Cadiz,6.5,3.6,1.53,6.25,3.65,1.5,2006-02-05,05,SP1,1,1,D,6,21,1,14,7,1,0,A,4,Villarreal,6.3,3.5,1.5,02,6.0,3.5,1.5,06,0506
6,23,1,15,5,3,Betis,3.75,3.2,2.0,3.65,3.15,1.95,2006-02-05,05,SP1,3,4,H,5,24,1,13,6,1,4,H,4,Zaragoza,3.8,3.1,1.9,02,3.5,3.2,1.9,06,0506
8,25,0,12,5,2,Sevilla,2.5,3.2,2.75,2.5,3.0,2.7,2006-02-11,11,SP1,4,0,A,4,17,0,12,1,1,0,A,1,Cadiz,2.5,3.0,2.7,02,2.6,3.1,2.4,06,0506
3,21,0,11,6,4,Real Madrid,1.83,3.3,4.33,1.8,3.2,4.3,2006-02-11,11,SP1,2,0,A,7,18,0,15,6,1,0,A,3,Ath Bilbao,1.9,3.2,3.6,02,1.75,3.4,4.0,06,0506
4,10,0,5,1,1,Zaragoza,3.75,3.2,2.0,3.55,3.15,2.0,2006-02-11,11,SP1,1,1,D,5,20,0,17,4,1,1,D,2,Osasuna,3.2,3.1,2.1,02,3.5,3.2,1.9,06,0506
5,21,0,18,5,4,Barcelona,2.37,3.2,2.9,2.35,3.25,2.7,2006-02-12,12,SP1,0,1,H,1,19,0,9,4,0,1,H,3,Valencia,2.5,3.1,2.6,02,2.3,3.2,2.65,06,0506
2,23,0,13,3,2,Getafe,3.0,3.25,2.3,2.85,3.15,2.3,2006-02-12,12,SP1,1,1,D,4,27,0,4,1,0,0,D,4,Mallorca,3.1,3.0,2.2,02,2.9,3.1,2.2,06,0506
11,17,0,11,3,1,Santander,3.4,3.25,2.1,3.15,3.25,2.1,2006-02-12,12,SP1,2,0,A,8,17,0,5,0,0,0,D,1,Espanol,3.3,3.0,2.1,02,3.0,3.2,2.1,06,0506
7,16,0,9,2,2,Villarreal,3.2,3.25,2.2,2.9,3.2,2.25,2006-02-12,12,SP1,0,1,H,4,26,0,7,3,0,1,H,1,Celta,3.2,2.9,2.2,02,3.1,3.1,2.1,06,0506
5,20,0,10,3,2,Malaga,3.2,3.25,2.2,3.2,3.2,2.1,2006-02-12,12,SP1,2,3,H,1,20,0,11,5,0,1,H,3,Alaves,3.2,3.1,2.1,02,3.0,3.2,2.1,06,0506
2,21,1,9,4,0,Sociedad,5.0,3.6,1.66,5.0,3.4,1.65,2006-02-12,12,SP1,0,1,H,5,24,0,16,3,0,0,D,3,Ath Madrid,4.7,3.2,1.7,02,4.6,3.5,1.6,06,0506
1,21,0,14,3,4,La Coruna,2.8,3.25,2.4,2.6,3.15,2.5,2006-02-12,12,SP1,1,0,A,6,21,0,16,3,0,0,D,2,Betis,2.8,3.0,2.4,02,2.75,3.1,2.3,06,0506
0,29,0,12,3,3,Alaves,13.0,5.5,1.22,11.5,5.5,1.2,2006-02-18,18,SP1,0,3,H,3,22,0,12,6,0,2,H,2,Real Madrid,10.0,4.4,1.27,02,9.0,5.0,1.22,06,0506
5,17,0,10,3,6,Espanol,5.0,3.3,1.72,4.5,3.25,1.75,2006-02-18,18,SP1,0,4,H,3,15,0,11,8,0,3,H,3,Villarreal,4.3,3.2,1.75,02,5.0,3.2,1.65,06,0506
6,22,0,13,8,2,Betis,10.0,5.0,1.28,11.0,5.65,1.2,2006-02-18,18,SP1,1,5,H,4,20,0,19,8,0,3,H,4,Barcelona,8.5,4.4,1.3,02,9.0,5.0,1.22,06,0506
5,10,0,13,5,3,Celta,4.0,3.25,1.9,4.05,3.1,1.85,2006-02-18,18,SP1,0,1,H,3,32,0,10,2,0,1,H,4,Sevilla,3.4,3.1,2.0,02,3.5,3.2,1.9,06,0506
6,27,0,8,2,6,Ath Bilbao,3.4,3.25,2.1,3.15,3.15,2.15,2006-02-19,19,SP1,1,0,A,8,20,1,13,3,0,0,D,3,Santander,3.0,2.9,2.3,02,3.0,3.2,2.1,06,0506
4,14,0,12,4,2,Valencia,2.1,3.2,3.5,2.1,3.1,3.3,2006-02-19,19,SP1,2,1,A,8,13,0,12,4,0,1,H,2,Sociedad,2.1,3.0,3.3,02,2.1,3.1,3.0,06,0506
4,28,1,16,5,7,Mallorca,3.75,3.2,2.0,3.35,3.15,2.05,2006-02-19,19,SP1,2,0,A,5,25,0,12,4,0,0,D,2,Malaga,3.3,3.2,2.0,02,3.2,3.2,2.0,06,0506
2,17,0,14,6,2,Ath Madrid,2.6,3.2,2.62,2.75,3.1,2.4,2006-02-19,19,SP1,3,0,A,11,24,0,18,9,1,0,A,4,Getafe,2.6,3.0,2.6,02,2.4,3.2,2.5,06,0506
1,25,0,7,5,4,Osasuna,2.6,3.2,2.62,2.5,3.1,2.65,2006-02-19,19,SP1,3,1,A,9,10,1,10,3,2,1,A,3,Cadiz,2.6,3.0,2.6,02,2.5,3.1,2.5,06,0506
1,15,0,8,4,3,Zaragoza,3.75,3.2,2.0,3.8,3.2,1.9,2006-02-19,19,SP1,1,1,D,4,18,1,11,4,1,0,A,3,La Coruna,3.4,3.1,2.0,02,3.2,3.2,2.0,06,0506
